Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDK48,7.445000171661377,Low Fat,0.03770854324102402,Baking Goods,74.73539733886719,OUT045,2002,Small,Tier 2,Supermarket Type1,1128.531005859375
FDY36,12.300000190734863,Low Fat,0.009408747777342796,Baking Goods,74.83799743652344,OUT035,2004,Small,Tier 2,Supermarket Type1,966.5327758789062
FDY36,12.300000190734863,Low Fat,0.009425157681107521,Baking Goods,74.83799743652344,OUT049,1999,Medium,Tier1,Supermarket Type1,1537.998046875
FDK48,7.445000171661377,Low Fat,0.03784508630633354,Baking Goods,75.535400390625,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.120361328125
FDT24,12.350000381469727,Regular,0.18691059947013855,Baking Goods,75.63279724121094,OUT017,2007,Medium,Tier 2,Supermarket Type1,1027.4715576171875
FDR60,14.300000190734863,Low Fat,0.13030658662319183,Baking Goods,75.73280334472656,OUT013,1987,High,Tier 3,Supermarket Type1,617.8624267578125
FDR60,14.300000190734863,Low Fat,0.13041511178016663,Baking Goods,75.93280029296875,OUT046,1997,Small,Tier1,Supermarket Type1,1158.491943359375
FDT24,14.300000190734863,Regular,0.0,Baking Goods,75.93280029296875,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.0791015625
FDK48,7.445000171661377,Low Fat,0.06298862397670746,Baking Goods,76.1353988647461,OUT010,1998,Medium,Tier 3,Grocery Store,617.8425903320312
FDT24,12.350000381469727,Regular,0.0,Baking Goods,76.23280334472656,OUT046,1997,Small,Tier1,Supermarket Type1,1544.656005859375
FDR60,14.300000190734863,LF,0.1306178718805313,Baking Goods,76.53279876708984,OUT049,1999,Medium,Tier1,Supermarket Type1,1203.8609619140625
FDR60,14.300000190734863,Low Fat,0.13094636797904968,Baking Goods,76.73280334472656,OUT018,2009,Medium,Tier 3,Supermarket Type2,1312.9576416015625
FDK48,14.300000190734863,Low Fat,0.03744998574256897,Baking Goods,76.73539733886719,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.709716796875
FDK48,7.445000171661377,low fat,0.0,Baking Goods,76.83540344238281,OUT046,1997,Small,Tier1,Supermarket Type1,2181.82666015625
FDV48,12.350000381469727,Regular,0.0513668991625309,Baking Goods,77.06439971923828,OUT027,1985,Medium,Tier 3,Supermarket Type3,3221.140380859375
FDT24,12.350000381469727,Regular,0.18570463359355927,Baking Goods,77.13279724121094,OUT013,1987,High,Tier 3,Supermarket Type1,2239.751220703125
FDR60,14.300000190734863,Low Fat,0.130390465259552,Baking Goods,77.23280334472656,OUT035,2004,Small,Tier 2,Supermarket Type1,231.69839477539062
FDK48,7.445000171661377,Low Fat,0.0,Baking Goods,77.23539733886719,OUT013,1987,High,Tier 3,Supermarket Type1,609.5186157226562
FDV48,9.194999694824219,Regular,0.051827121526002884,Baking Goods,77.46440124511719,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.1591796875
FDV48,9.194999694824219,Regular,0.051607098430395126,Baking Goods,77.8644027709961,OUT035,2004,Small,Tier 2,Supermarket Type1,758.9209594726562
FDX60,14.350000381469727,Low Fat,0.08057889342308044,Baking Goods,77.99600219726562,OUT035,2004,Small,Tier 2,Supermarket Type1,1175.2047119140625
FDX60,12.350000381469727,LF,0.08020385354757309,Baking Goods,77.99600219726562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.464111328125
FDV48,9.194999694824219,Regular,0.05190882459282875,Baking Goods,78.16439819335938,OUT017,2007,Medium,Tier 2,Supermarket Type1,1414.1591796875
FDT24,12.350000381469727,reg,0.1861482709646225,Baking Goods,78.23280334472656,OUT049,1999,Medium,Tier1,Supermarket Type1,1158.491943359375
FDR60,12.350000381469727,Low Fat,0.12978357076644897,Baking Goods,78.23280334472656,OUT027,1985,Medium,Tier 3,Supermarket Type3,1004.0264282226562
FDV48,9.194999694824219,Regular,0.0,Baking Goods,78.26439666748047,OUT045,2002,Small,Tier 2,Supermarket Type1,762.8196411132812
FDR60,14.300000190734863,Low Fat,0.13067960739135742,Baking Goods,78.43280029296875,OUT045,2002,Small,Tier 2,Supermarket Type1,1211.316162109375
FDT24,12.350000381469727,Regular,0.1858241707086563,Baking Goods,78.53279876708984,OUT035,2004,Small,Tier 2,Supermarket Type1,695.09521484375
FDW48,18.0,Low Fat,0.008533716201782227,Baking Goods,78.56179809570312,OUT013,1987,High,Tier 3,Supermarket Type1,402.8089904785156
FDT24,12.350000381469727,Regular,0.1866164207458496,Baking Goods,78.63279724121094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1004.0264282226562
FDR60,14.300000190734863,Low Fat,0.13115279376506805,Baking Goods,78.63279724121094,OUT017,2007,Medium,Tier 2,Supermarket Type1,231.69839477539062
FDT24,12.350000381469727,Regular,0.18623623251914978,Baking Goods,78.73280334472656,OUT045,2002,Small,Tier 2,Supermarket Type1,1390.1904296875
FDW48,18.0,Low Fat,0.008540823124349117,Baking Goods,78.96179962158203,OUT046,1997,Small,Tier1,Supermarket Type1,1549.23046875
FDW48,18.0,Low Fat,0.008558143861591816,Baking Goods,79.06179809570312,OUT045,2002,Small,Tier 2,Supermarket Type1,1208.427001953125
FDV48,9.194999694824219,Regular,0.08639603853225708,Baking Goods,79.06439971923828,OUT010,1998,Medium,Tier 3,Grocery Store,157.12879943847656
FDX60,14.350000381469727,Low Fat,0.08105000853538513,Baking Goods,79.19599914550781,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.3360595703125
FDT24,12.350000381469727,Regular,0.3110903799533844,Baking Goods,79.23280334472656,OUT010,1998,Medium,Tier 3,Grocery Store,154.46560668945312
FDV48,9.194999694824219,Regular,0.05169710889458656,Baking Goods,79.26439666748047,OUT049,1999,Medium,Tier1,Supermarket Type1,864.2083740234375
FDX60,14.350000381469727,Low Fat,0.08052706718444824,Baking Goods,79.2959976196289,OUT013,1987,High,Tier 3,Supermarket Type1,719.0640258789062
FDW48,18.0,Low Fat,0.008554101921617985,Baking Goods,79.36180114746094,OUT049,1999,Medium,Tier1,Supermarket Type1,805.6179809570312
FDV48,9.194999694824219,Regular,0.0516168586909771,Baking Goods,79.66439819335938,OUT046,1997,Small,Tier1,Supermarket Type1,791.1152954101562
FDV48,9.194999694824219,Regular,0.05157390236854553,Baking Goods,79.8644027709961,OUT013,1987,High,Tier 3,Supermarket Type1,785.6439819335938
FDX60,14.350000381469727,Low Fat,0.0809224396944046,Baking Goods,80.09600067138672,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.3360595703125
FDW48,18.0,Low Fat,0.008575614541769028,Baking Goods,80.26180267333984,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.494384765625
FDC48,9.194999694824219,Low Fat,0.01592389866709709,Baking Goods,80.55919647216797,OUT018,2009,Medium,Tier 3,Supermarket Type2,800.001220703125
FDC48,9.194999694824219,Low Fat,0.015891456976532936,Baking Goods,80.75920104980469,OUT045,2002,Small,Tier 2,Supermarket Type1,779.7098999023438
FDX60,14.350000381469727,Low Fat,0.08059412986040115,Baking Goods,80.99600219726562,OUT046,1997,Small,Tier1,Supermarket Type1,1757.7120361328125
FDX60,14.350000381469727,Low Fat,0.08071943372488022,Baking Goods,80.99600219726562,OUT049,1999,Medium,Tier1,Supermarket Type1,1255.2760009765625
FDC48,14.350000381469727,Low Fat,0.015782494097948074,Baking Goods,81.05919647216797,OUT027,1985,Medium,Tier 3,Supermarket Type3,5136.01953125
FDW48,18.0,Low Fat,0.008589132688939571,Baking Goods,81.06179809570312,OUT017,2007,Medium,Tier 2,Supermarket Type1,1450.1124267578125
FDF24,15.5,Regular,0.025370467454195023,Baking Goods,81.19339752197266,OUT046,1997,Small,Tier1,Supermarket Type1,1321.422607421875
FDW48,18.0,Low Fat,0.008539208211004734,Baking Goods,81.26180267333984,OUT035,2004,Small,Tier 2,Supermarket Type1,402.8089904785156
FDW48,18.0,Low Fat,0.008499464020133018,Baking Goods,81.36180114746094,OUT027,1985,Medium,Tier 3,Supermarket Type3,1530.6741943359375
FDF24,15.5,Regular,0.02542191930115223,Baking Goods,81.39340209960938,OUT045,2002,Small,Tier 2,Supermarket Type1,1337.2935791015625
FDG24,9.194999694824219,Low Fat,0.014560297131538391,Baking Goods,81.42500305175781,OUT027,1985,Medium,Tier 3,Supermarket Type3,1331.5999755859375
FDC48,9.194999694824219,Low Fat,0.015846095979213715,Baking Goods,81.55919647216797,OUT013,1987,High,Tier 3,Supermarket Type1,802.4324340820312
FDF24,15.5,Regular,0.0424649603664875,Baking Goods,81.59339904785156,OUT010,1998,Medium,Tier 3,Grocery Store,327.5736083984375
FDC48,9.194999694824219,Low Fat,0.015856295824050903,Baking Goods,81.6592025756836,OUT035,2004,Small,Tier 2,Supermarket Type1,1403.50634765625
FDW48,9.194999694824219,Low Fat,0.0,Baking Goods,81.86180114746094,OUT019,1985,Small,Tier1,Grocery Store,161.12359619140625
FDX60,14.350000381469727,Low Fat,0.08075758069753647,Baking Goods,81.89600372314453,OUT045,2002,Small,Tier 2,Supermarket Type1,878.8560180664062
FDF24,9.194999694824219,Regular,0.025247609242796898,Baking Goods,81.99340057373047,OUT027,1985,Medium,Tier 3,Supermarket Type3,3439.522705078125
FDC48,9.194999694824219,Low Fat,0.027767576277256012,Baking Goods,82.1592025756836,OUT019,1985,Small,Tier1,Grocery Store,412.7959899902344
FDG24,7.974999904632568,Low Fat,0.01462838239967823,Baking Goods,82.32499694824219,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.5999755859375
FDG24,7.974999904632568,Low Fat,0.014653895981609821,Baking Goods,82.42500305175781,OUT049,1999,Medium,Tier1,Supermarket Type1,749.0250244140625
FDF24,15.5,Regular,0.025365669280290604,Baking Goods,82.79340362548828,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.4010009765625
FDF24,15.5,Regular,0.02534935437142849,Baking Goods,82.89340209960938,OUT013,1987,High,Tier 3,Supermarket Type1,1387.635498046875
FDG24,7.974999904632568,LF,0.014713908545672894,Baking Goods,83.125,OUT017,2007,Medium,Tier 2,Supermarket Type1,2579.97509765625
FDF24,15.5,Regular,0.025473816320300102,Baking Goods,83.19339752197266,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.507568359375
FDF24,15.5,Regular,0.025409912690520287,Baking Goods,83.29340362548828,OUT049,1999,Medium,Tier1,Supermarket Type1,1883.5482177734375
FDC48,9.194999694824219,Low Fat,0.015883950516581535,Baking Goods,83.45919799804688,OUT049,1999,Medium,Tier1,Supermarket Type1,821.1258544921875
FDF24,15.5,reg,0.025513973087072372,Baking Goods,83.79340362548828,OUT017,2007,Medium,Tier 2,Supermarket Type1,1474.0811767578125
FDC48,9.194999694824219,Low Fat,0.015949001535773277,Baking Goods,84.1592025756836,OUT017,2007,Medium,Tier 2,Supermarket Type1,1238.387939453125
FDG24,7.974999904632568,Low Fat,0.014631149359047413,Baking Goods,84.5250015258789,OUT046,1997,Small,Tier1,Supermarket Type1,416.125
FDH48,13.5,Low Fat,0.0,Baking Goods,84.55400085449219,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.9860229492188
FDC48,9.194999694824219,Low Fat,0.015859294682741165,Baking Goods,84.55919647216797,OUT046,1997,Small,Tier1,Supermarket Type1,2559.335205078125
FDH48,13.5,Low Fat,0.0,Baking Goods,84.65399932861328,OUT049,1999,Medium,Tier1,Supermarket Type1,1211.7559814453125
FDG24,7.974999904632568,Low Fat,0.014690750278532505,Baking Goods,84.7249984741211,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.7249755859375
FDH48,7.974999904632568,Low Fat,0.060187481343746185,Baking Goods,85.05400085449219,OUT027,1985,Medium,Tier 3,Supermarket Type3,1413.1510009765625
FDG24,7.974999904632568,Low Fat,0.014660821296274662,Baking Goods,85.125,OUT045,2002,Small,Tier 2,Supermarket Type1,2663.199951171875
FDH48,13.5,Low Fat,0.06082246080040932,Baking Goods,85.15399932861328,OUT017,2007,Medium,Tier 2,Supermarket Type1,605.8779907226562
FDG24,7.974999904632568,Low Fat,0.01461897324770689,Baking Goods,85.2249984741211,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925048828125
FDH48,13.5,Low Fat,0.060468923300504684,Baking Goods,85.25399780273438,OUT035,2004,Small,Tier 2,Supermarket Type1,1219.9847412109375
FDH48,13.5,Low Fat,0.06060301512479782,Baking Goods,85.55400085449219,OUT045,2002,Small,Tier 2,Supermarket Type1,1731.0799560546875
FDI12,9.395000457763672,Regular,0.1003153920173645,Baking Goods,85.8855972290039,OUT013,1987,High,Tier 3,Supermarket Type1,855.3088989257812
FDH48,13.5,Low Fat,0.10123172402381897,Baking Goods,86.25399780273438,OUT010,1998,Medium,Tier 3,Grocery Store,173.10800170898438
FDH48,,Low Fat,0.10589329898357391,Baking Goods,86.25399780273438,OUT019,1985,Small,Tier1,Grocery Store,519.323974609375
FDI12,9.395000457763672,Regular,0.10037995874881744,Baking Goods,86.28559875488281,OUT035,2004,Small,Tier 2,Supermarket Type1,875.5054931640625
FDH48,13.5,Low Fat,0.06048035994172096,Baking Goods,86.4540023803711,OUT046,1997,Small,Tier1,Supermarket Type1,1225.4854736328125
FDS24,,Regular,0.1089470311999321,Baking Goods,86.55139923095703,OUT019,1985,Small,Tier1,Grocery Store,794.4356079101562
FDI12,9.395000457763672,Regular,0.10096683353185654,Baking Goods,86.8855972290039,OUT017,2007,Medium,Tier 2,Supermarket Type1,2548.682373046875
FDS24,20.850000381469727,Regular,0.062350671738386154,Baking Goods,86.95140075683594,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.8223876953125
FDC60,5.425000190734863,Regular,0.19160333275794983,Baking Goods,87.05139923095703,OUT010,1998,Medium,Tier 3,Grocery Store,88.55139923095703
FDS24,20.850000381469727,Regular,0.0624779537320137,Baking Goods,87.25140380859375,OUT018,2009,Medium,Tier 3,Supermarket Type2,1505.373779296875
FDS24,20.850000381469727,reg,0.06232122331857681,Baking Goods,87.25140380859375,OUT049,1999,Medium,Tier1,Supermarket Type1,265.6542053222656
FDC60,5.425000190734863,Regular,0.11465037614107132,Baking Goods,87.35140228271484,OUT049,1999,Medium,Tier1,Supermarket Type1,521.2694702148438
FDS24,,Regular,0.061923153698444366,Baking Goods,87.55139923095703,OUT027,1985,Medium,Tier 3,Supermarket Type3,1413.871826171875
FDC60,,Regular,0.11391806602478027,Baking Goods,87.95140075683594,OUT027,1985,Medium,Tier 3,Supermarket Type3,772.0584106445312
FDR24,17.350000381469727,Regular,0.06297914683818817,Baking Goods,87.98300170898438,OUT045,2002,Small,Tier 2,Supermarket Type1,1707.7769775390625
FDH48,13.5,Low Fat,0.0,Baking Goods,88.05400085449219,OUT013,1987,High,Tier 3,Supermarket Type1,1211.7559814453125
FDC60,5.425000190734863,Regular,0.11493871361017227,Baking Goods,88.15139770507812,OUT018,2009,Medium,Tier 3,Supermarket Type2,502.1324157714844
FDS24,20.850000381469727,Regular,0.062212713062763214,Baking Goods,88.15139770507812,OUT035,2004,Small,Tier 2,Supermarket Type1,1151.168212890625
FDS24,20.850000381469727,Regular,0.06222447752952576,Baking Goods,88.15139770507812,OUT046,1997,Small,Tier1,Supermarket Type1,1682.4765625
FDR24,17.350000381469727,Regular,0.0627993792295456,Baking Goods,88.18299865722656,OUT013,1987,High,Tier 3,Supermarket Type1,539.2979736328125
FDL36,,Low Fat,0.0757070854306221,Baking Goods,88.18299865722656,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.1280517578125
FDL36,15.100000381469727,Low Fat,0.12733475863933563,Baking Goods,88.28299713134766,OUT010,1998,Medium,Tier 3,Grocery Store,89.88300323486328
FDC60,5.425000190734863,Regular,0.11511990427970886,Baking Goods,88.35140228271484,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8223876953125
FDC60,5.425000190734863,Regular,0.1144724041223526,Baking Goods,88.35140228271484,OUT046,1997,Small,Tier1,Supermarket Type1,2833.644775390625
FDR24,,Regular,0.06254731863737106,Baking Goods,88.38300323486328,OUT027,1985,Medium,Tier 3,Supermarket Type3,2067.30908203125
FDI12,9.395000457763672,Regular,0.10060255229473114,Baking Goods,88.3855972290039,OUT045,2002,Small,Tier 2,Supermarket Type1,703.0847778320312
FDL36,15.100000381469727,Low Fat,0.07638538628816605,Baking Goods,88.48300170898438,OUT018,2009,Medium,Tier 3,Supermarket Type2,988.7130126953125
FDI12,9.395000457763672,Regular,0.10080792009830475,Baking Goods,88.48560333251953,OUT018,2009,Medium,Tier 3,Supermarket Type2,906.1412353515625
FDI12,,Regular,0.09991275519132614,Baking Goods,88.68560028076172,OUT027,1985,Medium,Tier 3,Supermarket Type3,887.6304321289062
FDL36,15.100000381469727,Low Fat,0.07606109976768494,Baking Goods,88.78299713134766,OUT035,2004,Small,Tier 2,Supermarket Type1,1461.2794189453125
FDC60,,Regular,0.2004263997077942,Baking Goods,88.85140228271484,OUT019,1985,Small,Tier1,Grocery Store,265.6542053222656
FDI12,9.395000457763672,Regular,0.10055503249168396,Baking Goods,88.8855972290039,OUT049,1999,Medium,Tier1,Supermarket Type1,439.4280090332031
FDR24,17.350000381469727,Regular,0.06294940412044525,Baking Goods,88.98300170898438,OUT049,1999,Medium,Tier1,Supermarket Type1,1682.802001953125
FDR24,17.350000381469727,Regular,0.06320720165967941,Baking Goods,89.38300323486328,OUT017,2007,Medium,Tier 2,Supermarket Type1,1258.362060546875
FDI12,9.395000457763672,Regular,0.1003989428281784,Baking Goods,89.68560028076172,OUT046,1997,Small,Tier1,Supermarket Type1,878.8560180664062
FDL36,15.100000381469727,Low Fat,0.07619376480579376,Baking Goods,89.78299713134766,OUT049,1999,Medium,Tier1,Supermarket Type1,2247.074951171875
FDS24,20.850000381469727,Regular,0.06257644295692444,Baking Goods,89.95140075683594,OUT017,2007,Medium,Tier 2,Supermarket Type1,2063.035400390625
FDN48,,Low Fat,0.11372034251689911,Baking Goods,89.98040008544922,OUT019,1985,Small,Tier1,Grocery Store,643.1627807617188
FDN48,13.350000381469727,Low Fat,0.06489668041467667,Baking Goods,90.08039855957031,OUT013,1987,High,Tier 3,Supermarket Type1,1286.75341796875
FDN48,13.350000381469727,Low Fat,0.06493844836950302,Baking Goods,90.08039855957031,OUT035,2004,Small,Tier 2,Supermarket Type1,1561.966796875
FDN48,,Low Fat,0.06463620066642761,Baking Goods,90.08039855957031,OUT027,1985,Medium,Tier 3,Supermarket Type3,2113.249267578125
FDC60,5.425000190734863,Regular,0.11470455676317215,Baking Goods,90.25140380859375,OUT045,2002,Small,Tier 2,Supermarket Type1,523.8868408203125
FDS24,20.850000381469727,Regular,0.062172699719667435,Baking Goods,90.25140380859375,OUT013,1987,High,Tier 3,Supermarket Type1,619.8598022460938
FDL36,15.100000381469727,Low Fat,0.07601217925548553,Baking Goods,90.28299713134766,OUT013,1987,High,Tier 3,Supermarket Type1,1499.6005859375
FDC60,5.425000190734863,Regular,0.11437714099884033,Baking Goods,90.35140228271484,OUT013,1987,High,Tier 3,Supermarket Type1,539.1719970703125
FDC60,5.425000190734863,Regular,0.11445076018571854,Baking Goods,90.35140228271484,OUT035,2004,Small,Tier 2,Supermarket Type1,519.5657348632812
FDL36,15.100000381469727,Low Fat,0.0762297660112381,Baking Goods,90.48300170898438,OUT045,2002,Small,Tier 2,Supermarket Type1,1617.89404296875
FDR24,17.350000381469727,Regular,0.062851682305336,Baking Goods,90.58300018310547,OUT046,1997,Small,Tier1,Supermarket Type1,1697.34423828125
FDR24,,Regular,0.1100451871752739,Baking Goods,90.58300018310547,OUT019,1985,Small,Tier1,Grocery Store,823.1436767578125
FDR24,17.350000381469727,Regular,0.0628397986292839,Baking Goods,90.88300323486328,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.7769775390625
FDL36,,Low Fat,0.1331983506679535,Baking Goods,91.08300018310547,OUT019,1985,Small,Tier1,Grocery Store,89.88300323486328
FDN48,13.350000381469727,Low Fat,0.06505171209573746,Baking Goods,91.1803970336914,OUT049,1999,Medium,Tier1,Supermarket Type1,1338.984130859375
FDX24,8.354999542236328,low fat,0.02331438846886158,Baking Goods,91.24620056152344,OUT010,1998,Medium,Tier 3,Grocery Store,823.3509521484375
